employee_id,first_name,last_name,email,phone,gender,hire_date,salary,designation,store_id
288,Benjamin,Saha,peter06@example.org,0384642432,Male,2024-06-03,33608,Inventory Executive,12
289,Balvan,Bhatt,xdhaliwal@example.org,1514843497,Male,2019-06-17,22200,Sales Executive,47
290,Chandani,Banik,yashvi56@example.org,6237866071,Female,2024-11-20,68926,Sales Executive,28
291,Michael,Ramachandran,yadavi34@example.com,6096247501,Male,2019-12-08,59431,Inventory Executive,50
292,Upkaar,Pandya,ijayahanda@example.com,5851969867,Male,2021-09-24,21033,Customer Support,33
293,Anita,Golla,sarthak53@example.org,7871252656,Female,2025-05-26,46217,Customer Support,8
294,Gaurika,Goda,magarkrish@example.com,5213564551,Female,2022-05-25,49614,Store Manager,10
295,Onkar,Chatterjee,sanayamemon@example.com,7907935192,Male,2026-02-05,34580,Customer Support,11
296,Devansh,Rao,hiral25@example.net,8098008857,Male,2024-12-04,64792,Store Manager,7
297,Zehaan,Manda,davidgolla@example.com,1659967272,Male,2022-11-30,46829,Customer Support,8
298,Falguni,Karnik,gaurika97@example.com,2500042314,Female,2024-12-29,26817,Sales Executive,18
299,Maanav,Guha,gnagarajan@example.org,6608206656,Male,2024-04-11,23009,Sales Executive,25
300,Gaurav,Hans,lsundaram@example.org,1390979981,Male,2021-10-12,32519,Cashier,40
301,Vrishti,Dara,aashimadan@example.com,8209817620,Female,2023-09-20,57597,Sales Executive,11
302,Advay,Batta,tbava@example.org,5104773705,Male,2019-05-23,63804,Store Manager,45
303,Dipta,Sibal,gsoman@example.net,2367544237,Female,2023-02-14,48815,Customer Support,3
304,Samaksh,Desai,bcherian@example.com,4053073775,Male,2022-10-23,38040,Inventory Executive,38
305,Yadavi,Buch,malhotrachatura@example.net,1388817451,Female,2020-01-09,24332,Store Manager,6
306,Leena,Badami,rbarad@example.org,5078237423,Female,2022-10-25,43255,Sales Executive,21
307,Nisha,Magar,qthakkar@example.net,7960138980,Female,2021-06-03,46169,Inventory Executive,28
308,Udarsh,Rau,duaeta@example.com,7412051104,Male,2025-07-05,18984,Cashier,1
309,Raksha,Misra,desaimugdha@example.org,8554129593,Female,2018-11-07,58120,Inventory Executive,11
310,Veer,Prashad,eeshapradhan@example.com,1370789573,Male,2019-06-13,51592,Sales Executive,30
311,Aradhana,Morar,xitikhare@example.net,2320264890,Female,2021-01-10,58915,Inventory Executive,34
312,Harish,Oza,faraj19@example.org,1671888394,Male,2020-06-13,27191,Customer Support,21
313,Isha,Hari,malhotramanbir@example.com,0090704567,Female,2022-01-16,75612,Inventory Executive,1
314,Qasim,Dasgupta,goyalneha@example.com,0697723081,Male,2025-11-28,34703,Customer Support,4
315,Gopal,Nagar,snehabutala@example.com,2187967424,Male,2020-09-13,59136,Sales Executive,23
316,Aarna,Koshy,rchowdhury@example.com,3360982669,Female,2019-01-12,59058,Store Manager,11
317,Arin,Garg,patilpahal@example.com,4081683353,Male,2021-06-24,30088,Sales Executive,6
318,Bishakha,Kannan,sbiswas@example.org,3682673305,Female,2018-10-02,51106,Customer Support,49
319,Isaac,Mohan,balivarenya@example.com,7650571000,Male,2025-11-17,43346,Cashier,34
320,Hema,Lall,chaaya37@example.org,1042152061,Female,2022-01-25,41575,Customer Support,28
321,Meera,Mand,hmangat@example.org,4284972428,Female,2018-09-02,40564,Customer Support,31
322,Yash,Tank,kaladipta@example.org,4997432445,Male,2021-12-14,70911,Inventory Executive,39
323,Ekbal,Devan,gagan60@example.org,9463518312,Male,2020-10-06,61623,Cashier,50
324,Triya,Tara,inaya88@example.org,7708873989,Female,2020-03-28,36895,Cashier,29
325,Sudiksha,Rai,baradikshita@example.net,0347548186,Female,2025-01-11,22357,Customer Support,30
326,Qarin,Verma,kotavasatika@example.org,6784843779,Male,2021-09-13,41234,Sales Executive,1
327,Devansh,Wason,manyachander@example.org,8459821334,Male,2022-11-28,23408,Customer Support,48
328,Parth,Madan,jhaverikritika@example.net,3899256832,Male,2023-11-18,43512,Store Manager,32
329,Hredhaan,Subramaniam,warhidar@example.net,2903364936,Male,2018-08-16,66674,Sales Executive,18
330,Zehaan,Varghese,mukherjeerohan@example.org,9157666994,Male,2021-02-09,50265,Sales Executive,42
331,Yahvi,Dasgupta,diya34@example.net,8143318813,Female,2021-06-27,55003,Customer Support,27
332,Hemani,Nazareth,nandinisuri@example.net,8417842442,Female,2020-05-09,45370,Sales Executive,45
333,Ekalinga,Krishna,jatin42@example.com,2508848640,Male,2025-06-08,62220,Sales Executive,41
334,Ekiya,Pau,sraja@example.net,4570217531,Female,2026-04-28,74538,Store Manager,19
335,Chandani,Dhar,lpadmanabhan@example.net,2335282336,Female,2025-11-22,47838,Store Manager,47
336,Girish,Walia,ykara@example.com,6292037223,Male,2021-12-25,75433,Cashier,22
337,Vedhika,Badal,rpall@example.org,5882266975,Female,2024-04-15,43885,Customer Support,38
338,Yuvraj,Gopal,birvasana@example.net,8830861176,Male,2022-08-15,72007,Store Manager,8
339,Eta,Kuruvilla,yadavi05@example.net,2178264310,Female,2024-02-01,52573,Cashier,30
340,Kashvi,Borah,ayush73@example.net,7533280205,Female,2020-11-11,44100,Cashier,30
341,Osha,Upadhyay,senguptaaashi@example.com,3349308554,Female,2024-11-25,30962,Customer Support,14
342,Arjun,Sami,aadi49@example.net,4159058214,Male,2024-02-29,41239,Cashier,37
343,Chakradhar,Venkatesh,tamanna34@example.org,8477229444,Male,2020-06-17,44375,Cashier,34
344,Raghav,Gill,ira33@example.net,1979822134,Male,2021-12-13,79857,Sales Executive,42
345,Nidra,Dave,damini81@example.net,6208072417,Female,2020-09-29,73214,Customer Support,9
346,Hamsini,Raghavan,jacksonmaharaj@example.org,6052592675,Female,2022-05-10,64191,Sales Executive,34
347,Yashawini,Karan,voraupadhriti@example.org,5641988982,Female,2020-02-23,66651,Cashier,33
348,Advay,Sarraf,prabhugirik@example.com,7719623067,Male,2022-08-13,26030,Inventory Executive,23
349,Aryan,Chokshi,gmurty@example.org,7401125080,Male,2019-03-11,73175,Customer Support,14
350,Nikita,Kumar,abeer26@example.net,0381927226,Female,2021-03-09,45837,Sales Executive,2
351,Chanakya,Saxena,abail@example.org,5193790847,Male,2023-10-30,30811,Inventory Executive,46
352,Rayaan,Shere,rauurmi@example.org,3381342473,Male,2022-09-05,42407,Sales Executive,5
353,Finn,Jhaveri,zansi12@example.net,2048437999,Male,2022-11-25,54343,Sales Executive,22
354,Bhavini,Ahuja,drajagopalan@example.com,0487321901,Female,2021-08-21,37928,Store Manager,30
355,Ekantika,Chahal,dalbir93@example.org,6936917436,Female,2022-02-02,60794,Customer Support,5
356,William,Dutt,mandaltamanna@example.net,7380437620,Male,2021-07-18,49258,Inventory Executive,19
357,Nitesh,Korpal,akalita@example.net,0364302904,Male,2023-09-26,50731,Sales Executive,32
358,Harrison,Solanki,panchalnidhi@example.org,3289819754,Male,2024-04-30,61544,Inventory Executive,11
359,Shravya,Sachar,patricktara@example.org,1015921417,Female,2020-04-12,51940,Store Manager,48
360,Hitesh,Kashyap,wridesh17@example.com,6962717287,Male,2021-10-06,41152,Store Manager,3
361,Hemang,Karpe,bsabharwal@example.com,2120648388,Male,2020-08-08,21586,Cashier,37
362,Wridesh,Mukhopadhyay,obalan@example.com,6546671628,Male,2022-09-17,56104,Customer Support,3
363,Pushti,Wason,savantrehaan@example.org,1835921541,Female,2019-06-03,39363,Customer Support,32
364,Ekbal,Soman,mandalgopal@example.com,1214290063,Male,2025-04-15,34705,Sales Executive,12
365,Deepa,Sethi,kmohan@example.net,3488132302,Female,2021-01-26,23713,Store Manager,42
366,Falak,Pingle,brijeshagarwal@example.com,4157825943,Female,2024-02-25,61688,Sales Executive,46
367,Megha,Sur,yachana30@example.net,4243885167,Female,2021-09-08,58967,Inventory Executive,45
368,Jeevika,Wali,bhavsardamyanti@example.org,1930799750,Female,2022-06-29,18411,Customer Support,1
369,Vedhika,Singhal,rachana19@example.net,3754305453,Female,2026-03-01,45145,Inventory Executive,4
370,Hitesh,Gour,sachdevpahal@example.com,0023554515,Male,2023-07-07,76419,Store Manager,3
371,Naveen,Sha,eiravati94@example.org,3953227017,Male,2022-10-18,24269,Customer Support,11
372,Finn,Karpe,haldersamuel@example.org,0464004508,Male,2020-01-10,26737,Store Manager,38
373,Omkaar,Hayre,daksheshsrivastava@example.net,0507757708,Male,2023-04-28,20831,Inventory Executive,8
374,Sai,Kulkarni,dassaarna@example.org,6689538003,Female,2020-03-02,25705,Store Manager,19
375,Pratyush,Subramanian,kritikagara@example.com,9860903921,Male,2020-12-27,68542,Inventory Executive,27
376,Ayaan,Chaudry,mdoctor@example.net,3498712459,Male,2025-10-15,51619,Store Manager,45
377,Upkaar,Gala,gayathri52@example.org,8874110941,Male,2024-10-31,44618,Sales Executive,35
378,Maanas,Bhat,ckunda@example.org,2170207524,Male,2024-02-19,71529,Inventory Executive,7
379,Lavanya,Sankaran,emorar@example.com,3516155988,Female,2024-09-11,65360,Sales Executive,21
380,Ojasvi,Varty,keyalala@example.com,1067621567,Female,2024-09-16,31338,Inventory Executive,13
381,Vanya,Apte,warhi77@example.com,2308750440,Female,2023-01-16,64453,Store Manager,4
382,Manthan,Nori,anita87@example.org,3191310773,Male,2022-08-25,68744,Sales Executive,13
383,Kamya,Mahajan,manannarula@example.org,7034492455,Female,2020-10-19,30015,Sales Executive,26
384,Diya,Thaman,michael89@example.org,5691029259,Female,2025-06-09,41924,Cashier,7
385,Veer,Bhatt,ubrahmbhatt@example.org,9268435866,Male,2019-09-02,68437,Customer Support,13
386,Henry,Nagi,meera07@example.net,7191222810,Male,2025-02-04,73002,Store Manager,29
387,Naksh,Kade,ksaha@example.net,0855232881,Male,2022-03-23,77382,Customer Support,19
388,Barkha,Rai,ramankai@example.com,5930268829,Female,2022-01-03,38407,Inventory Executive,48
389,Chaitaly,Kale,sakshamdesai@example.com,8262012447,Female,2023-05-26,26478,Customer Support,27
390,Kritika,Hari,hmani@example.org,1025955521,Female,2019-03-05,68885,Inventory Executive,41
391,Kritika,Patla,dharansh@example.org,0304960012,Female,2020-05-26,76739,Inventory Executive,3
392,Tanmayi,Dube,onveer57@example.net,1584692361,Female,2023-09-11,61045,Store Manager,10
393,Pahal,Sur,tgole@example.org,1416850524,Female,2025-11-06,61017,Sales Executive,47
394,Harita,Raj,gdhaliwal@example.net,8536925130,Female,2021-04-11,37205,Cashier,15
395,Ati,Sunder,turviamble@example.com,1244298860,Female,2025-01-04,23514,Store Manager,9
396,Neelima,Rattan,munshilavanya@example.com,3362370316,Female,2018-10-12,30535,Customer Support,47
397,Vincent,Sant,pandityoshita@example.net,6334209525,Male,2026-05-22,19204,Inventory Executive,17
398,Nidhi,Patil,pmani@example.org,3560835725,Female,2026-06-17,21107,Inventory Executive,23
399,Yadavi,Patla,yahvi76@example.com,9499659914,Female,2023-07-12,45826,Inventory Executive,31
400,Imaran,Deol,gargreva@example.org,0433333706,Male,2021-12-22,47171,Customer Support,2
401,Christopher,Tella,kapooryashodhara@example.net,4801004370,Male,2022-01-28,64848,Cashier,37
402,Vedant,Nagy,amara46@example.org,3075037778,Male,2025-09-16,73938,Sales Executive,11
403,Tristan,Gour,vedamorar@example.com,7665595079,Male,2022-11-19,30461,Sales Executive,47
404,Tanveer,Ahluwalia,babunikita@example.org,7080689404,Male,2022-12-26,27532,Cashier,34
405,Oscar,Sastry,chaitanya72@example.org,6179850306,Male,2021-09-19,18195,Inventory Executive,13
406,Yashodhara,Kari,chatterjeeekaja@example.com,6155866046,Female,2022-02-17,18378,Cashier,8
407,Michael,Grewal,tprakash@example.net,3974221117,Male,2025-11-14,21612,Customer Support,17
408,Gopal,Banerjee,fbaria@example.org,8261643808,Male,2018-10-29,27334,Customer Support,14
409,Lipika,Dayal,yvasa@example.org,9378317735,Female,2020-01-24,67167,Inventory Executive,9
410,Ladli,Choudhary,ibhargava@example.org,3394414147,Female,2021-04-28,19552,Inventory Executive,4
411,Shivani,Pradhan,kaulmegha@example.com,9314122918,Female,2019-08-10,71425,Inventory Executive,40
412,Chanchal,Memon,wchadha@example.net,2478305903,Female,2021-05-26,62871,Customer Support,41
413,Ojas,Chandran,abose@example.org,8818417790,Male,2022-09-27,64002,Sales Executive,47
414,Alka,Nigam,charanloke@example.net,0108648522,Female,2021-06-12,77237,Cashier,12
415,Kritika,Sankaran,tejas05@example.org,2409345859,Female,2023-12-24,62628,Store Manager,42
416,Advay,More,zilmil29@example.net,4671566469,Male,2024-02-15,36195,Customer Support,24
417,Ridhi,Rajan,dayamaikara@example.org,3788309053,Female,2023-11-24,25435,Customer Support,20
418,Isaac,Kale,yuvraj04@example.com,7680375902,Male,2025-10-17,18616,Store Manager,29
419,Xiti,Nagar,magrawal@example.org,4006954221,Female,2024-05-28,55238,Customer Support,13
420,Theodore,Dugar,faraschaudhry@example.net,9192457004,Male,2022-10-13,60530,Cashier,48
421,Amaira,Mani,onveer25@example.com,3274021024,Female,2026-06-04,22646,Inventory Executive,43
422,Bakhshi,Bhavsar,vedikanaidu@example.org,5765783300,Male,2024-12-08,73383,Store Manager,43
423,Ikshita,Lad,rachit16@example.com,0875439117,Female,2025-01-08,19196,Customer Support,32
424,Aashi,Rau,kalpityogi@example.net,0267171477,Female,2025-03-13,57359,Store Manager,37
425,Samesh,Goda,qmuni@example.org,0541166070,Male,2018-12-23,19762,Customer Support,20
426,Darpan,Gade,aptesimon@example.net,7835451179,Male,2023-06-01,72662,Customer Support,25
427,Nitara,Shukla,lankanathaniel@example.net,8266173065,Female,2020-01-10,66774,Store Manager,28
428,Nisha,Varughese,abhimanyu85@example.com,6828363547,Female,2024-08-26,18101,Customer Support,35
429,Yashasvi,Kalita,ubikagokhale@example.net,9617429548,Female,2018-09-25,55637,Sales Executive,32
430,Harini,Subramanian,pranganathan@example.net,9014097591,Female,2022-05-07,64063,Sales Executive,47
431,Ekanta,Yadav,matthewdani@example.net,3807166798,Female,2019-10-11,48380,Cashier,39
432,Yagnesh,Modi,pratyushsaxena@example.com,9314488146,Male,2024-06-17,55473,Customer Support,14
433,Raksha,Desai,advikaraman@example.com,1476331893,Female,2020-01-09,48153,Cashier,36
434,Ekanta,Sawhney,grattan@example.org,9380707982,Female,2024-11-29,51073,Customer Support,35
435,Qasim,Luthra,jasmitbal@example.org,1941323486,Male,2024-08-28,47543,Cashier,4
436,Urishilla,Nazareth,saumya24@example.net,8635829077,Female,2024-02-12,39394,Customer Support,28
437,Upma,Soni,majumdarwarda@example.org,0737459885,Female,2025-12-29,54025,Cashier,3
438,Chatura,Halder,chakrabortyvidhi@example.com,9254176314,Male,2018-09-22,51932,Customer Support,33
439,Raksha,Hayre,aashitrivedi@example.com,2122520409,Female,2020-11-11,78545,Inventory Executive,23
440,Ojas,Venkatesh,sureshpushti@example.net,7798053539,Male,2022-03-26,63123,Sales Executive,10
441,Andrew,Khatri,chakrabartifarhan@example.com,9044239428,Male,2024-12-07,72216,Inventory Executive,9
442,Yoshita,Bhasin,anika86@example.org,9680417964,Female,2022-12-16,47019,Inventory Executive,2
443,Chasmum,Ray,idikasoni@example.com,0297966756,Female,2025-12-16,51184,Cashier,5
444,Dhriti,Shukla,camble@example.com,8398308352,Female,2021-03-02,36250,Sales Executive,37
445,Indira,Chaudhry,qyadav@example.org,0187948204,Female,2024-12-02,79713,Sales Executive,28
446,Yahvi,Saxena,ekalla@example.org,0269994074,Female,2021-06-03,45367,Customer Support,44
447,Devika,Handa,kbarad@example.com,7031702813,Female,2022-03-24,38236,Cashier,48
448,Fariq,Krish,chavvikannan@example.com,4900902399,Male,2025-07-28,28245,Customer Support,1
449,Ishani,Munshi,frederickkonda@example.net,7852783657,Female,2020-10-04,35065,Cashier,22
450,Amrita,Padmanabhan,varmaaishani@example.org,2100166282,Female,2025-03-13,62959,Store Manager,26
451,Samaksh,Doshi,pratyushtailor@example.com,1867306659,Male,2019-01-14,37039,Cashier,44
452,Michael,Chaudhry,jairajmorar@example.com,7719826861,Male,2021-12-16,72518,Inventory Executive,2
453,Upasna,Dora,zaitramistry@example.com,6739344783,Female,2021-04-11,59411,Customer Support,26
454,Brijesh,Mishra,deshpandeisha@example.net,6816587480,Male,2023-11-04,59466,Store Manager,47
455,Warda,Pau,deolvedhika@example.org,7393429418,Female,2019-08-20,22572,Cashier,10
456,Simon,Sampath,avihalder@example.net,8059213197,Male,2024-12-05,48756,Customer Support,7
457,Kashvi,Hegde,yadavijayaraman@example.org,1501074889,Female,2018-09-08,35535,Customer Support,17
458,Dayamai,Raghavan,baljiwan95@example.net,7274313742,Female,2021-09-12,29146,Cashier,2
459,Zashil,Wadhwa,sara21@example.net,7012768809,Male,2025-05-29,32841,Customer Support,19
460,Jack,Thaker,omanda@example.net,4497022562,Male,2021-06-05,43635,Sales Executive,12
461,Vedhika,Sankaran,fkuruvilla@example.com,8649644271,Female,2024-02-22,61241,Inventory Executive,10
462,Ekantika,Bail,eparekh@example.net,9983987529,Female,2019-07-07,22344,Customer Support,42
463,Caleb,Ganguly,manderyash@example.com,8307797819,Male,2022-09-12,77667,Customer Support,25
464,Liam,Bala,yutikamadan@example.net,4990948758,Male,2025-04-28,41517,Sales Executive,2
465,Shravya,Som,sethwazir@example.org,0602753120,Female,2021-02-25,35732,Sales Executive,27
466,Lajita,Tata,bediaarnav@example.net,9227464431,Female,2020-04-28,73160,Cashier,50
467,Advaith,Parmar,xgulati@example.org,3418971623,Male,2021-10-22,55911,Sales Executive,5
468,Kavya,Sibal,yochanabajwa@example.com,2357094548,Female,2024-08-08,72506,Store Manager,19
469,Nitara,Mand,ubikanaik@example.org,5966185188,Female,2019-08-18,75024,Customer Support,27
470,Abdul,Bhat,thomas83@example.net,8771336259,Male,2026-05-17,76160,Store Manager,35
471,Yauvani,Tella,christophervaidya@example.org,0764085929,Female,2019-11-07,32695,Customer Support,49
472,Girish,Gill,bishakhawarrior@example.org,5556786914,Male,2019-12-24,20661,Store Manager,25
473,Ojas,Sur,wishisathe@example.net,0589018887,Male,2021-04-21,40762,Cashier,21
474,Avi,Setty,rohan96@example.net,0193035096,Male,2021-10-15,55831,Sales Executive,15
475,Qushi,Ratta,raksha14@example.org,8367064525,Female,2023-09-12,66863,Store Manager,6
476,Fariq,Narula,ukalla@example.com,4559157214,Male,2026-05-22,76135,Inventory Executive,43
477,Janya,Tata,rachanataneja@example.com,9332461605,Female,2018-08-09,39822,Customer Support,27
478,Zilmil,Yadav,jeet06@example.com,6925417399,Female,2025-09-18,64941,Cashier,28
479,Bimala,Behl,phora@example.net,4818831450,Female,2023-03-07,55323,Sales Executive,11
480,Ayaan,Bajaj,zverma@example.org,9588737508,Male,2020-02-22,75909,Inventory Executive,50
481,Chatresh,Das,iryashah@example.com,8936756590,Male,2022-10-07,22502,Sales Executive,30
482,Qushi,Sarkar,tkale@example.com,1047658824,Female,2024-08-29,21415,Inventory Executive,31
483,Rayaan,Varty,pushti47@example.net,8472753312,Male,2022-10-07,76388,Cashier,28
484,Devansh,Palla,garima71@example.net,6816528173,Male,2020-05-17,56523,Sales Executive,11
485,Tanvi,Dave,ghoseindira@example.net,4585604704,Female,2018-09-04,60110,Inventory Executive,46
486,Oni,Kari,bkarnik@example.net,9132997795,Female,2020-01-27,28750,Sales Executive,27
487,Patrick,Rajan,harinidoctor@example.net,0930632191,Male,2021-02-13,66443,Inventory Executive,13
488,Riya,Bava,ibaral@example.net,1887943308,Female,2023-07-03,44570,Inventory Executive,39
489,Ikshita,Lala,rauhardik@example.com,8450792140,Female,2025-07-11,35787,Cashier,31
490,Jack,Basu,bhavnabose@example.org,1352061436,Male,2024-11-25,38386,Store Manager,7
491,Nisha,Lall,jagatchaudhary@example.org,8793898410,Female,2025-10-24,20718,Cashier,22
492,Udyati,Prasad,yahvi18@example.net,5862689822,Female,2021-06-09,66901,Sales Executive,40
493,Ojas,Narayan,lipika07@example.com,9851613328,Male,2024-06-03,44974,Customer Support,6
494,Alexander,Chahal,kvora@example.org,7618615066,Male,2025-04-01,36321,Inventory Executive,39
495,Henry,Kapadia,sanedarsh@example.com,1030383576,Male,2019-04-04,32353,Store Manager,4
496,Ekalinga,Singhal,kaisharma@example.org,2751003370,Male,2018-10-07,53676,Sales Executive,37
497,Osha,Bali,hanand@example.org,0062264258,Female,2023-09-14,22719,Sales Executive,22
498,Krishna,Thakur,ichaudhary@example.com,0838777538,Female,2022-05-31,21217,Sales Executive,4
499,Edhitha,Keer,kritikamadan@example.net,7046753964,Female,2024-03-24,74460,Customer Support,46
500,Dalaja,Iyer,luckymanda@example.net,9673750929,Female,2024-09-20,22137,Cashier,29
